id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26845312,10 MINUTES FROM MANHATTAN (Big),47015275,Kathy,Queens,Elmhurst,40.74503,-73.88761,Private room,80,1,3,2018-10-07,0.29,2,317
30527900,Amazing large 1BR Brand New quiet moderm Charm!!!!,52671461,Andrea,Manhattan,Kips Bay,40.73963,-73.98002,Entire home/apt,200,2,5,2019-04-20,0.72,2,338
1420559,Great 1BR apartment in a convenient location,3349838,Tom,Queens,Long Island City,40.74449,-73.95201,Entire home/apt,138,1,4,2016-07-05,0.06,1,41
29943909,Cozy and spacious room in the heart of NYC❤️,168184878,Daria,Manhattan,Hell's Kitchen,40.76423,-73.98891,Private room,145,2,12,2019-06-06,1.59,1,37
21785385,3.5 MLN usd 2 bedroom LOFT in TriBeCa  (2),68707439,Gipsy Properties,Manhattan,Tribeca,40.71953,-74.00386,Entire home/apt,339,14,10,2019-02-25,0.53,3,335
23900919,Welcoming and Beautiful bedroom in Brooklyn.,20134221,Jon,Brooklyn,Flatbush,40.6478,-73.96831,Private room,40,3,10,2019-05-30,0.63,1,0
18412771,Great room for students and tourists,127583166,Maite,Manhattan,Washington Heights,40.8398,-73.94384000000001,Private room,55,21,8,2018-11-18,0.52,2,38
5309460,Spacious Room in Uptown Manhattan,7989115,Nikki,Manhattan,Washington Heights,40.83299,-73.94527,Private room,150,2,8,2018-06-23,0.16,1,364
35873124,Bright and Spacious Apartment in East Williamsburg,269818165,Michael,Brooklyn,Williamsburg,40.71171,-73.9454,Private room,60,3,0,,,1,0
31672538,Home away from home,237482248,Jacob,Queens,Sunnyside,40.74372,-73.92416,Entire home/apt,200,1,1,2019-06-21,1.0,1,179
4720326,Gramercy/Kips Bay 1BR- the best! ,5279180,Jane,Manhattan,Kips Bay,40.73951,-73.9827,Entire home/apt,170,3,0,,,1,0
7573221,"Cozy, clean in Greenpoint Brooklyn!",5287536,Kaya,Brooklyn,Greenpoint,40.72961,-73.95656,Entire home/apt,120,1,0,,,1,0
35604423,Battery Park Studio with a View,241551759,Artemis,Manhattan,Financial District,40.70417,-74.01510999999999,Entire home/apt,200,9,0,,,1,15
34835072,High End Renovated Apartment - Sutton place,61396454,Ash,Manhattan,Midtown,40.75669,-73.96199,Entire home/apt,300,30,0,,,14,329
7801262,"COZY ZEN 1 bedroom, top of CENTRAL PARK!  safe :)",2083759,Mei,Manhattan,Harlem,40.79996,-73.95485,Entire home/apt,104,3,42,2019-06-08,0.89,1,219
3812133,"Sunny, Central, Quiet, UWS, 72&Bway",1529179,Gs,Manhattan,Upper West Side,40.77885,-73.98178,Entire home/apt,169,7,0,,,1,0
28330508,East village sanctuary,2244813,Matthew,Manhattan,East Village,40.72778,-73.98747,Entire home/apt,250,31,1,2018-10-07,0.11,1,156
24114571,Studio for the Summer,6568865,Adam,Queens,Forest Hills,40.72385,-73.85124,Entire home/apt,69,30,0,,,1,99
21897845,One room.,159769278,Musieka,Bronx,Pelham Gardens,40.86706,-73.84674,Private room,40,2,17,2019-06-04,1.23,1,17
1300950,Great Room and Private Bathroom,7073209,Jackie,Brooklyn,Fort Greene,40.68846,-73.97567,Private room,115,2,57,2019-06-30,2.67,2,288
29337285,Studio in Prime Williamsburg w/ Private Balcony,220688207,Alan,Brooklyn,Williamsburg,40.709590000000006,-73.96110999999999,Entire home/apt,150,1,77,2019-07-02,8.95,1,77
30430163,Apartment in south Williamsburg,96089493,Masashi,Brooklyn,Williamsburg,40.71282,-73.95742,Private room,60,1,1,2018-12-08,0.14,1,0
4813832,Cozy room in Prospect Heights,13486673,David,Brooklyn,Prospect Heights,40.67904,-73.97289,Private room,79,13,8,2019-03-13,0.19,3,24
4753571,Your own West Village/ Soho home,24529969,Ellie,Manhattan,SoHo,40.72704,-74.00558000000001,Entire home/apt,200,3,10,2017-03-31,0.21,1,0
32399591,Cozy bedroom in the best location in New York,243297214,Coronado,Brooklyn,Williamsburg,40.710840000000005,-73.95875,Private room,60,4,3,2019-06-09,0.76,1,0
28660377,Gorgeous Bedroom in the heart of Bushwick Him-2R-1,216235179,Nina,Brooklyn,Bushwick,40.69938,-73.91953000000001,Private room,55,30,1,2018-12-21,0.15,17,339
33486731,"Sunny, spacious Apt. near Prospect Park",21877010,Clara,Brooklyn,Prospect-Lefferts Gardens,40.66075,-73.95926,Entire home/apt,120,4,3,2019-05-26,1.15,1,0
26037255,Private Room! AMAZING area in SoHo!,192951036,Jasmine,Manhattan,West Village,40.72918,-74.00482,Private room,209,1,40,2019-07-01,3.09,10,247
35975325,"50% off! Futon, yard access,  trendy wburg",3360618,Tc,Brooklyn,Williamsburg,40.71246,-73.94014,Private room,57,2,1,2019-07-01,1.0,3,16
14324811,Excellent Location! Sunny & Cozy!,4131257,Abeni,Brooklyn,Bedford-Stuyvesant,40.68489,-73.95203000000001,Private room,55,6,7,2019-01-07,0.54,1,179
35878473,"Eclectic Love Boat, ""VACILANDA"" Far Rockaway",110721237,Kathryn,Queens,Arverne,40.595490000000005,-73.78856999999999,Entire home/apt,120,1,0,,,1,81
12590964,"Private room in Charming, Cozy and Sunny Apt",1520629,Pillo,Brooklyn,Clinton Hill,40.68374,-73.96719,Private room,60,1,67,2019-06-22,1.85,1,310
36037692,Charming and Spacious 2 Bedroom Midtown Apt,270309706,Axay,Manhattan,Hell's Kitchen,40.76496,-73.98928000000001,Entire home/apt,244,3,0,,,1,167
33903781,Sunny and spacious home in Greenpoint,114589786,Pamela,Brooklyn,Greenpoint,40.72215,-73.94317,Private room,75,5,2,2019-06-28,1.2,1,0
24695406,Spacious Private Basement Apartment,98157128,Michael,Bronx,Wakefield,40.887640000000005,-73.8558,Entire home/apt,100,2,38,2019-06-19,2.66,1,107
25074072,"Family Gather
 5 bedrooms 3 full baths 2 floors",49950511,Daveth,Brooklyn,East Flatbush,40.64351,-73.95167,Entire home/apt,350,4,32,2019-07-01,2.63,1,69
867721,Comfortable Modern Room in Bed-Stuy,4509849,Ines,Brooklyn,Bedford-Stuyvesant,40.68344,-73.92189,Private room,65,3,132,2019-06-30,1.68,3,35
5013556,"Sunny, modern 1BR in Crown Heights",1387175,David,Brooklyn,Crown Heights,40.67279,-73.96033,Entire home/apt,148,7,56,2019-06-14,1.05,1,44
25157541,Great home for Families and Couples,137146680,Leticia,Queens,Glendale,40.69988,-73.89504000000001,Entire home/apt,190,3,15,2019-07-01,1.76,1,36
20418684,East Village / Alphabet City 1BR,33827790,Kevin,Manhattan,East Village,40.72208,-73.97779,Entire home/apt,185,1,17,2019-05-05,0.77,1,11
19758402,CITY ISLAND VACATION HOME NEAR THE BEACH,139415761,Deb,Bronx,City Island,40.85306,-73.78948000000001,Entire home/apt,85,2,42,2019-07-06,1.76,1,168
35768121,Murray Hill studio,2448443,Alex,Manhattan,Murray Hill,40.74849,-73.97708,Entire home/apt,140,3,1,2019-06-17,1.0,1,3
272738,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,Brooklyn,Williamsburg,40.70513,-73.95505,Private room,60,2,35,2019-06-30,0.38,2,161
1707823,Private Room in the Heart of Greenpoint,9010955,Lindsey,Brooklyn,Greenpoint,40.73487,-73.95789,Private room,75,1,69,2019-06-30,4.43,2,49
12587102,Spacious Loft in Williamsburg,1623346,Christopher,Brooklyn,Williamsburg,40.71468,-73.95841,Private room,53,2,2,2018-05-21,0.14,1,0
35575853,"Great view, 1 BR right next to Central Park!",35965489,Meygan,Manhattan,East Harlem,40.79755,-73.94797,Private room,100,2,0,,,1,7
4901269,Brooklyn Heights  ,6285979,Alexandra,Brooklyn,Brooklyn Heights,40.6945,-73.99543,Entire home/apt,200,3,6,2016-11-10,0.11,1,0
12071454,TRENDY Brooklyn room,48764969,Alina,Brooklyn,Bushwick,40.6826,-73.90411,Private room,40,6,28,2019-04-14,0.7,2,298
1127040,spacious PARK SLOPE room available ,835112,Leah,Brooklyn,South Slope,40.668420000000005,-73.98659,Private room,40,90,0,,,2,311
12422969,Huge Flatiron Designer Studio,22627365,Chin-Feng,Manhattan,Flatiron District,40.74047,-73.98931999999999,Entire home/apt,154,1,0,,,1,0
19699596,Intimate and Welcoming,138785704,Andrea,Manhattan,East Harlem,40.81661,-73.93471,Entire home/apt,150,2,60,2019-06-16,2.61,1,94
16164699,"home away from home :-) English, русский, עברית",42814202,Irisha,Queens,Fresh Meadows,40.74271,-73.78749,Entire home/apt,94,1,18,2019-05-02,0.6,3,173
31314273,"Private bedroom in the Upper West Side, Manhattan",6391001,Maria,Manhattan,Upper West Side,40.8024,-73.96495999999999,Private room,59,1,39,2019-06-30,6.5,1,106
742026,NOLITA&SOHO BEST LOCATION&GREAT APT,132132,Rachel,Manhattan,Nolita,40.7229,-73.99574,Entire home/apt,199,7,66,2019-06-09,0.83,1,142
6760893,Central Park / Full Apartment / 5th Ave,11631535,Scott,Manhattan,East Harlem,40.79596,-73.94958000000001,Entire home/apt,124,3,6,2016-08-26,0.14,1,0
13223949,Designer Apartment - Sunny and spacious 1 bedroom,7195006,Sarah,Brooklyn,Bedford-Stuyvesant,40.68315,-73.95035,Entire home/apt,115,5,1,2016-07-05,0.03,1,0
34504997,"Clean room, 10 min away from the city. PRKG AVBL",252646618,Michael,Queens,Astoria,40.7644,-73.91208,Private room,65,1,2,2019-06-24,2.0,2,0
176135,Cosy Sunny 1brm in Prospect Heights,842125,Jennifer,Brooklyn,Crown Heights,40.67505,-73.95969000000001,Entire home/apt,97,3,31,2018-10-23,0.32,1,193
14316284,Lovely One Bedroom West Village,1483451,Pipi,Manhattan,West Village,40.72921,-74.00345,Entire home/apt,240,5,52,2019-06-23,1.54,1,271
13746257,Prime North Williamsburg Luxury Studio,80501262,Raquel,Brooklyn,Williamsburg,40.718,-73.9525,Entire home/apt,175,2,9,2018-12-30,0.29,1,0
2203450,Perfect Location - 2 bdrm/2 bth ,1500487,David,Brooklyn,Williamsburg,40.71577,-73.95408,Entire home/apt,250,10,0,,,1,0
6823578,Beautiful home in the Heights,35350208,Zachary,Manhattan,Washington Heights,40.84872,-73.93633,Private room,69,1,1,2015-07-18,0.02,1,0
30888271,Cozy Cypress Suite Convenient To Train & JFK ×,230801598,JuVita,Brooklyn,Cypress Hills,40.68426,-73.87461,Private room,80,1,10,2019-06-19,1.51,1,32
9266394,Spacious apt next to Botanic Garden,48133396,Katherine,Brooklyn,Crown Heights,40.66563,-73.96118,Entire home/apt,85,90,0,,,1,0
8878172,"Sunny, spacious -  35 mins Times Sq",46399563,Angela,Manhattan,Inwood,40.866890000000005,-73.92224,Private room,57,1,6,2017-01-02,0.13,1,1
31485528,Small Private Room with backyard,38757148,Daniel,Brooklyn,Bedford-Stuyvesant,40.68937,-73.94291,Private room,50,2,14,2019-06-20,2.46,1,5
18073738,Huge Room in Bushwick with private bathroom,512101,Martha Cristina,Brooklyn,Bushwick,40.69801,-73.93356999999999,Private room,88,3,11,2019-06-02,0.81,1,0
21656310,"Room available on the Upper East Side, Manhattan",18844442,Rabia,Manhattan,Upper East Side,40.77976,-73.95409000000001,Private room,100,2,16,2018-02-20,0.8,1,0
33660716,Cozy Bright Prospect Park Studio,73785055,Alycen,Brooklyn,Prospect Heights,40.67382,-73.96642,Entire home/apt,150,4,0,,,1,28
2493176,Cozy spacious UES studio,12760201,Megan,Manhattan,Upper East Side,40.77574,-73.9524,Entire home/apt,141,1,20,2018-06-05,0.33,1,0
27292944,"Cozy duplex in Redhook, Brooklyn
(entire basement)",8593113,Salem,Brooklyn,Red Hook,40.67349,-74.00589000000001,Private room,81,1,7,2019-05-17,0.66,2,48
36139906,NYC full spacious apartment.,34274867,Sarah,Manhattan,Washington Heights,40.85453,-73.93562,Entire home/apt,300,4,0,,,1,319
25475518,Carnegie Hill-Clean Small 1 bedroom,192276715,Francis,Manhattan,East Harlem,40.78703,-73.94740999999999,Entire home/apt,115,4,44,2019-07-05,3.41,1,38
22352793,"Cozy, impeccable, sunlit West Village studio",108275491,Juan,Manhattan,Chelsea,40.74093,-74.00285,Entire home/apt,110,2,1,2017-12-28,0.05,1,0
13744765,Large family loft in the best Chelsea location,42782892,Masha,Manhattan,Chelsea,40.74107,-73.99595,Entire home/apt,250,5,4,2019-01-02,0.11,1,0
3827311,Cozy & Sunny Hamilton Heights Apt ,19693124,Maia,Manhattan,Harlem,40.82654,-73.9462,Entire home/apt,125,1,10,2019-06-12,0.17,1,297
30157535,New York with a hint of European,226572566,Sophia,Manhattan,Upper East Side,40.77066,-73.94993000000001,Entire home/apt,140,5,24,2019-06-25,3.35,1,48
28699232,"Home For Medical Professionals - ""The Gamma""",26377263,Stat,Brooklyn,East Flatbush,40.65279,-73.93817,Private room,57,30,0,,,43,283
9513511,Spacious & Sunny Room Perfect for Medical Students,49293611,Gloria,Bronx,Allerton,40.85753,-73.86605,Private room,85,7,9,2019-06-26,0.25,1,364
6384383,Penthouse Triplex/ Union Sq / Roof,1245695,Chris,Manhattan,East Village,40.732490000000006,-73.9887,Private room,200,30,8,2016-10-22,0.16,1,365
32788864,Air conditioned Wonderful Private Room for 1 or 2,9773038,Yuki,Brooklyn,Bedford-Stuyvesant,40.69485,-73.93866,Private room,48,5,6,2019-06-16,1.91,3,28
24727443,Charming Newly Renovated West Village Apartment,7339898,Leah,Manhattan,Greenwich Village,40.72975,-74.00157,Entire home/apt,200,3,18,2019-07-01,1.28,1,10
918239,Cozy bedroom in Artist Loft,4930847,Rachel,Brooklyn,Williamsburg,40.70159,-73.94346,Private room,56,1,103,2019-06-10,1.6,1,65
6595943,Cozy 1 bedroom in a quiet neighborh,34113764,Nick,Queens,Ditmars Steinway,40.76962,-73.89604,Entire home/apt,99,1,49,2018-09-03,0.99,2,0
28464767,NY PRIVATE BEDROOM QUEEN BED BY 6 TRAIN NO CURFEW,44260966,Alicia,Bronx,Soundview,40.83088,-73.86492,Private room,42,2,23,2019-06-10,2.54,3,109
36206222,Ladies  Flower Youth Hostel(only for girls ),67567916,Bamboo,Brooklyn,Borough Park,40.64283,-73.99416,Shared room,30,1,0,,,4,365
8250280,Zee's Brooklyn nest,9775058,Nazifa,Brooklyn,Kensington,40.64125,-73.9763,Private room,70,2,7,2019-07-03,2.63,1,37
34199411,Tons of Bars & Cafes nearby! Quick Walk to Metro,161324994,Ashley At Bedly,Manhattan,Upper East Side,40.76514,-73.96176,Private room,38,30,1,2019-06-01,0.79,6,43
3223080,Modern Renovated Luxury 1BR - Soho,16319729,Tim,Manhattan,SoHo,40.72652,-74.00265999999999,Entire home/apt,149,1,0,,,1,0
16914748,Beautiful Garden Apartment in Bed Stuy Brownstone,190239,Cat,Brooklyn,Bedford-Stuyvesant,40.68498,-73.92613,Entire home/apt,91,10,26,2019-06-14,0.97,1,12
27195692,Low Price Private Room,204786430,Shamyra,Queens,Ridgewood,40.70775,-73.90853,Private room,53,7,0,,,2,0
1091840,"Private bedroom in Manhattan, NYC ",4714927,Elisa,Manhattan,East Harlem,40.78859,-73.94715,Private room,75,2,152,2019-05-31,2.03,4,12
4144849,Cozy little studio in Chelsea,21501965,Yulia,Manhattan,Chelsea,40.74411,-74.00204000000001,Entire home/apt,115,3,33,2019-06-15,0.57,1,11
13308629,Quiet Cozy Chinatown Room,41408521,David,Manhattan,Chinatown,40.71385,-73.99710999999999,Private room,75,1,3,2017-08-12,0.08,1,0
4840977,Spacious Chinatown/LES 2 Bedroom,24913141,Mara,Manhattan,Lower East Side,40.7182,-73.99325999999999,Entire home/apt,300,6,0,,,1,0
35084043,Cozy Private Studio near Times Square,191976506,Vivian,Manhattan,Hell's Kitchen,40.76831,-73.98515,Entire home/apt,199,3,0,,,2,361
1633420,NYC Harlem cozy private room,8677477,Tia,Manhattan,Harlem,40.81307,-73.93854,Private room,80,1,73,2019-05-24,1.08,1,309
18962999,Artist studio in the heart of Bushwick,22100955,Gabriella,Brooklyn,Bedford-Stuyvesant,40.69508,-73.93359,Entire home/apt,134,4,65,2019-06-09,2.56,1,130
16565435,Light-filled South Slope Nest!,3291579,Rebecca,Brooklyn,Sunset Park,40.66156,-73.99318000000001,Entire home/apt,73,2,48,2019-06-21,1.86,1,2
15545469,Modern Bedroom with Best View in Brooklyn,14482375,Lara & David,Brooklyn,Greenpoint,40.72214,-73.94345,Private room,199,3,20,2019-06-27,0.66,3,0
36306938,"Simple, Safe, Clean",23191854,Akiva,Brooklyn,Midwood,40.61231,-73.95448,Private room,44,2,0,,,1,7
30153527,"Spacious Renovated Bright, by Prospect Park",14987061,Vera,Brooklyn,Flatbush,40.6478,-73.96091,Entire home/apt,125,2,3,2019-06-16,0.4,1,1
22043701,Cozy loft in Bushwick,77145207,Nicole,Brooklyn,Bushwick,40.69911,-73.92843,Private room,65,1,0,,,1,0
35597932,Beautiful NYC Broadway Apartment next to Subway!,255259069,Jonah,Manhattan,Harlem,40.82586,-73.95296,Entire home/apt,130,31,0,,,2,333
23054855,Modern sun-filled 1 bed oasis- Graham Ave L train,7216788,Pari,Brooklyn,Williamsburg,40.71563,-73.9398,Entire home/apt,140,2,18,2019-06-23,1.07,1,36
26654670,Cozy Room Great Price in Bushwick Bklyn! (Suite 2),44123062,Oscar,Brooklyn,Bushwick,40.68796,-73.90781,Private room,45,4,47,2019-07-02,4.37,4,20
23874777,Sonder | 116 John | Lively 1BR + Gym,12243051,Sonder,Manhattan,Financial District,40.70852,-74.0062,Entire home/apt,187,29,1,2019-05-28,0.71,96,332
7158417,Dov & Naomi's Beautiful Apt.,15878233,Dov,Brooklyn,Kensington,40.64456,-73.97723,Entire home/apt,115,4,3,2018-07-31,0.09,1,0
22986248,Sunny Spacious Two Bedroom - Park Slope,170457264,Yaroslav,Brooklyn,Park Slope,40.67031,-73.98603,Entire home/apt,200,2,6,2019-02-18,0.36,1,0
13822852,Beautiful two bedroom apartment in Astoria queens!,23436785,Cristy,Queens,Ditmars Steinway,40.77407,-73.90037,Entire home/apt,200,2,11,2019-05-19,0.52,1,363
27949417,"Private room in TRIBECA Loft, elevator into apt!",50288091,Daniel,Manhattan,Tribeca,40.71392,-74.00754,Private room,200,2,3,2019-04-07,0.84,1,0
7197915,The Heart of the Lower East Side!,37691482,Andrew,Manhattan,Lower East Side,40.72135,-73.98668,Entire home/apt,180,2,8,2018-05-28,0.19,1,0
7535791,"Big, bright loft in Williamsburg",39483454,Laura,Brooklyn,Williamsburg,40.7129,-73.95565,Entire home/apt,180,14,2,2015-08-05,0.04,1,0
21803004,Modern Room in the heart of Manhattan(just female),156246842,Sandra,Manhattan,Theater District,40.76069,-73.9863,Private room,99,3,46,2019-06-20,2.49,3,25
34752945,Comfortable Bushwick bedroom,262091506,Christian,Brooklyn,Bushwick,40.68569,-73.90857,Private room,50,3,2,2019-07-04,2.0,1,97
15522627,Cozy Quiet Upgraded Prvt Rm in House in the Slope!,90771408,Albert,Brooklyn,South Slope,40.66565,-73.99172,Private room,70,1,30,2019-06-05,0.91,1,297
11714752,Safe+Artsy+Clean Haven Near Manhattan/LGA!,17156658,Native,Queens,Astoria,40.76207,-73.90852,Private room,45,5,50,2019-06-28,1.27,1,145
13564911,Gorgeous exposed-brick 2 BR Apt in LES!,16904031,Kiley,Manhattan,Lower East Side,40.71692,-73.98874,Entire home/apt,175,2,0,,,1,0
22690837,"Architect's Haven-- Light, Books and Plants!",26856426,Nicholas,Brooklyn,Gowanus,40.66824,-73.99271999999999,Entire home/apt,189,5,8,2018-06-25,0.52,1,0
20000421,Huge room at an affordable price,64018594,Daphne,Manhattan,Harlem,40.80895,-73.95266,Private room,45,3,3,2017-08-16,0.13,2,0
21949815,Upper west studio next to Central Park,116430338,Dova,Manhattan,Upper West Side,40.79572,-73.96781,Entire home/apt,105,7,1,2018-01-02,0.05,1,0
35567048,Entire 3 bedroom apartment in beautiful Harlem,18042477,Madeline,Manhattan,Washington Heights,40.833290000000005,-73.94055999999999,Entire home/apt,160,14,0,,,1,59
35121319,Boho escape in Upper Manhattan,35491006,Lisa,Manhattan,Harlem,40.8305,-73.94824,Entire home/apt,135,4,1,2019-07-07,1.0,1,0
21325259,Small Private Studio in Astoria close to Manhattan,150565606,Mayra,Queens,Ditmars Steinway,40.77824,-73.91493,Entire home/apt,70,1,64,2019-06-26,3.18,2,113
35318942,Spacious room in Manhattan Upper East Size,226927431,Tina,Manhattan,Upper East Side,40.76665,-73.95398,Private room,140,4,2,2019-06-12,2.0,2,42
10491207,Priv. Room in Bushwick near L Train,54081802,Urs,Queens,Ridgewood,40.70017,-73.91014,Private room,60,1,0,,,1,0
35679309,A unique cozy 2 bedroom apartment,268396733,Hirsh,Brooklyn,Kensington,40.64353,-73.9845,Entire home/apt,100,1,1,2019-06-28,1.0,1,96
3339399,west village 1BR!best value!,2119276,Host,Manhattan,West Village,40.73316,-74.00632,Entire home/apt,300,30,13,2019-05-20,0.24,39,291
21549554,*NEWLY RENOVATED PRIVATE ROOM*,48183551,Carlos,Queens,Elmhurst,40.74403,-73.88167,Private room,58,6,50,2019-07-07,2.56,5,257
33926074,Cozy Artist's Haven Brooklyn Apartment,83615522,Constance,Brooklyn,Crown Heights,40.66681,-73.9549,Private room,45,2,4,2019-06-29,2.26,1,10
22204856,Room available in 3 BD Brooklyn apartment,1819657,Eleanor,Brooklyn,Clinton Hill,40.68381,-73.96786,Private room,55,2,0,,,1,0
32635385,Bright and Sunny Room in Brand New Apt,6790993,Andrea,Brooklyn,Bedford-Stuyvesant,40.68908,-73.9522,Private room,93,1,0,,,1,77
6829746,Bright Williamsburg/Shwick Art Loft,28509737,Michael,Brooklyn,Williamsburg,40.70412,-73.93555,Private room,69,14,1,2015-06-23,0.02,2,0
35863336,STUNNING SPACIOUS KING SIZE -BEDROOM NEAR COLUMBIA,2542371,Leonidas,Manhattan,Upper West Side,40.79829,-73.97266,Entire home/apt,174,30,0,,,1,1
12303877,ROOM in Great Location,51522009,Diego,Manhattan,Hell's Kitchen,40.76446,-73.99175,Private room,80,3,0,,,1,0
7034609,Comfy room close to Columbia,36871638,Francisco,Manhattan,Morningside Heights,40.81142,-73.95978000000001,Private room,70,4,5,2018-01-02,0.1,1,0
34383329,"A private bedroom in Chelsea , Manhattan.",53254710,Aamito,Manhattan,Chelsea,40.73957,-74.00081999999999,Private room,85,2,4,2019-06-30,1.9,1,76
564184,CLEAN PRIVATE ROOM IN CHELSEA NYC,2378357,David,Manhattan,Chelsea,40.73971,-74.00220999999999,Private room,125,2,42,2019-05-31,0.5,1,172
1733157,Private Family Home 2BR mins to Midtown Manhattan,9131167,Myrna And David,Queens,Astoria,40.76135,-73.91571,Private room,195,3,231,2019-06-30,3.51,1,304
27139915,Living Room,199833548,Syeda,Queens,Sunnyside,40.74161,-73.92505,Shared room,40,1,20,2019-06-09,1.88,9,343
7498074,Modern & Renovated | Great Location,13347167,AFI Apartments,Manhattan,Upper East Side,40.77085,-73.95725,Entire home/apt,118,30,4,2019-04-13,0.11,29,315
4293935,Beautiful  brownstone room,1141935,Ana,Brooklyn,Crown Heights,40.67391,-73.9472,Private room,99,1,74,2019-06-09,1.34,3,290
34393999,Amazing apartment on Wall Street!,258783968,Baktiar,Manhattan,Financial District,40.70532,-74.00681,Entire home/apt,340,2,1,2019-06-24,1.0,1,302
10836805,A Zen oasis Harlem apartment,56119624,Neta,Manhattan,Harlem,40.81195,-73.95274,Private room,150,1,17,2017-08-09,0.43,1,363
27922598,Spacious Apartment in Ditmas Park,5182228,Amal,Brooklyn,Flatbush,40.64063,-73.95666999999999,Entire home/apt,300,2,6,2018-11-25,0.58,1,0
906058,Columbia area room pvt bath & entry,4765670,Irene,Manhattan,Morningside Heights,40.80776,-73.9654,Private room,105,2,233,2019-06-23,3.01,1,294
26734288,Super cool shared apartment,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40.69099,-73.94094,Shared room,30,2,32,2019-06-23,2.66,17,85
32125944,Perfect East Village Loft,238779678,Dustin,Manhattan,East Village,40.72764,-73.9906,Private room,60,30,0,,,9,343
35005862,Sonder | 21 Chelsea | Classic 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Chelsea,40.74288,-73.99438,Entire home/apt,275,29,0,,,327,365
4672445,West Village upscale apartment,966461,Jon,Manhattan,West Village,40.73814,-74.00046999999999,Entire home/apt,199,4,108,2019-06-08,1.93,1,162
29391852,Room in heart of Bushwick with private entrance,131305000,David,Brooklyn,Bushwick,40.69552,-73.91165,Private room,65,3,16,2019-06-17,1.82,1,74
27966667,Comfortable Carroll Gardens 2 BR Amazing Location,211022699,David,Brooklyn,Carroll Gardens,40.6798,-73.99271999999999,Entire home/apt,200,2,7,2019-07-06,0.9,1,45
12869679,Loft Apartment in Williamsburg,1233402,Evan,Brooklyn,Williamsburg,40.7125,-73.9529,Entire home/apt,180,3,3,2016-06-06,0.08,1,0
32232908,Urban Zen in the Heart of Williamsburg,29775337,Amanda,Brooklyn,Williamsburg,40.7185,-73.95600999999999,Private room,150,2,7,2019-05-26,1.48,1,20
8931373,Delightful flat near the Park,719497,Cinjon,Manhattan,Harlem,40.81425,-73.9516,Private room,75,3,0,,,1,0
34949120,Modern house (2 BR Apt) • 30 Mins from Time Square,259013161,Jisoo,Queens,Woodside,40.74302,-73.90287,Entire home/apt,150,1,3,2019-06-15,1.91,2,155
14397396,Lots of light Upper East Side Apartment.,8116703,Valentina,Manhattan,Upper East Side,40.77315,-73.95848000000001,Entire home/apt,210,3,0,,,1,0
19317196,Luxury 1 Bed Apartment with GYM,12624062,Fabiana,Manhattan,Financial District,40.70716,-74.01035999999999,Entire home/apt,210,1,8,2018-08-31,0.34,1,54
17558336,"""Borough Border Liner"" Diverse/Convenient/Private",119173203,Maya,Brooklyn,Bushwick,40.70537,-73.91587,Private room,47,1,17,2018-05-13,0.97,1,0
30251760,Private bedroom in Manhattan close to subway,29688249,Habibi,Manhattan,Harlem,40.82582,-73.94275999999999,Private room,82,1,6,2019-06-23,1.94,1,180
27707196,Harlem Gem,12672916,Erica,Manhattan,East Harlem,40.80147,-73.94431999999999,Entire home/apt,275,3,2,2018-12-10,0.19,1,0
30527535,Spacious & Cozy Master BR - Nearby Prospect Park,227679456,Jimmy,Brooklyn,Prospect-Lefferts Gardens,40.66147,-73.9415,Private room,55,1,32,2019-06-30,4.66,7,7
8691258,Luxury Apartment by Time Square,45632792,Nickie,Manhattan,Theater District,40.7599,-73.98541999999999,Private room,200,1,1,2015-10-13,0.02,2,0
20981267,*Private-Comfortable space 2 min from train,150993634,Linda,Brooklyn,Bushwick,40.68157,-73.90547,Private room,52,2,84,2019-06-30,3.93,1,310
9422573,Private Light-Filled 2-Room Space,248490,Leecia,Brooklyn,Bedford-Stuyvesant,40.68041,-73.93611999999999,Entire home/apt,100,3,83,2019-05-31,1.9,2,224
19855804,Spacious 1 Bedroom in East Village,79527116,Pamela,Manhattan,East Village,40.72826,-73.98156,Entire home/apt,110,30,41,2018-12-26,1.72,1,244
30937597,Sonder | The Nash | Pristine Studio + Gym,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74884,-73.97589,Entire home/apt,252,2,7,2019-06-23,1.19,327,117
146754,Three-bedroom house in a quiet neighborhood,709434,Meighan,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,2019-04-27,0.72,1,188
17380055,Immaculate 1BR in quiet Bedstuy brownstone.,25270209,Robinette,Brooklyn,Bedford-Stuyvesant,40.68146,-73.94757,Entire home/apt,45,2,3,2017-03-01,0.1,1,0
32611643,TRENDi Artistic Duplex with Backyard Sleeps 10ppl,15034908,Trendi,Manhattan,Harlem,40.80782,-73.94131999999999,Entire home/apt,278,3,4,2019-06-23,0.99,2,133
